,policy_id,customer_gender_female,customer_gender_male,policy_state_or,injury_claim,policy_state_ca,collision_type_na,police_report_available,incident_month,policy_state_nv,customer_age,collision_type_front,total_claim_amount,incident_type_theft,collision_type_side,customer_education,policy_state_wa,incident_type_breakin,num_witnesses,driver_relationship_child,auto_year,authorities_contacted_fire,policy_annual_premium,driver_relationship_spouse,collision_type_rear,months_as_customer,num_injuries,num_insurers_past_5_years,incident_dow,driver_relationship_na,incident_day,authorities_contacted_none,policy_state_az,num_claims_past_year,policy_state_id,num_vehicles_involved,incident_severity,policy_deductable,authorities_contacted_police,incident_type_collision,fraud,authorities_contacted_ambulance,driver_relationship_other,policy_liability,incident_hour,driver_relationship_self,vehicle_claim
2271,210,0,1,0,0.0,0,0,0,2,0,42,1,12000.0,0,0,3,0,0,0,0,2019,0,2850,0,0,86,0,1,3,0,14,1,1,0,0,1,0,750,0,1,0,0,0,1,17,1,12000.0
2272,3510,1,0,0,4500.0,1,0,1,11,0,36,0,20000.0,0,0,4,0,0,5,0,2017,0,2900,1,1,19,2,1,2,0,6,0,0,0,0,5,1,750,1,1,0,0,0,1,11,0,15500.0
2273,3619,0,1,0,0.0,0,0,1,11,0,22,0,29500.0,0,0,3,0,0,2,0,2015,0,3000,0,1,27,0,2,1,0,19,0,1,0,0,3,2,750,1,1,0,0,0,0,16,1,29500.0
2274,374,0,1,0,0.0,0,1,0,7,0,65,0,11000.0,0,0,3,0,1,0,0,2018,0,2500,0,0,50,0,2,2,1,3,0,1,0,0,1,0,750,1,0,0,0,0,0,13,0,11000.0
2275,3697,0,1,0,0.0,0,0,0,8,0,50,0,8000.0,0,1,3,0,0,0,0,2010,0,3000,0,0,90,0,1,0,0,26,1,1,0,0,1,0,750,0,1,0,0,0,0,7,1,8000.0
2276,635,0,1,0,0.0,1,0,0,4,0,54,1,13500.0,0,0,4,0,0,0,0,2018,0,3000,0,0,69,0,1,0,0,15,0,0,0,0,2,0,750,1,1,0,0,0,2,5,1,13500.0
2277,2432,0,1,1,0.0,0,0,1,4,0,32,0,14500.0,0,0,3,0,0,0,0,2016,0,3000,0,1,111,0,1,2,0,3,0,0,1,0,2,1,750,1,1,0,0,0,2,4,1,14500.0
2278,4174,0,1,0,0.0,0,1,0,12,0,71,0,9000.0,0,0,4,1,1,0,0,2017,0,3000,0,0,85,0,1,2,1,25,0,0,0,0,1,0,750,1,0,0,0,0,1,7,0,9000.0
2279,4379,0,1,0,50000.0,0,0,0,7,0,44,0,95500.0,0,0,1,1,0,0,0,2020,0,3000,0,1,119,2,1,0,0,1,0,0,0,0,2,2,750,0,1,0,1,0,1,15,1,45500.0
2280,1294,0,1,0,0.0,1,0,1,10,0,25,1,12000.0,0,0,3,0,0,0,0,2017,0,3000,0,0,7,0,5,4,0,18,0,0,0,0,2,0,750,1,1,0,0,0,3,17,1,12000.0
2281,1367,0,1,0,28000.0,1,0,1,12,0,38,1,49000.0,0,0,3,0,0,4,0,2018,0,3000,0,0,118,2,1,2,0,18,0,0,0,0,4,1,750,1,1,0,0,0,1,12,1,21000.0
2282,1493,0,1,0,0.0,1,1,0,10,0,31,0,15000.0,0,0,3,0,1,0,0,2015,0,3000,0,0,55,0,1,4,1,4,0,0,0,0,1,0,750,1,0,1,0,0,1,18,0,15000.0
2283,1688,1,0,0,3000.0,1,0,0,5,0,59,1,17500.0,0,0,3,0,0,0,0,2016,0,3000,0,0,176,2,1,4,0,10,0,0,0,0,2,1,750,1,1,0,0,0,3,17,1,14500.0
2284,232,0,1,0,0.0,1,0,1,8,0,47,1,19000.0,0,0,4,0,0,2,0,2020,0,3000,0,0,72,0,1,6,0,4,0,0,0,0,3,1,750,1,1,0,0,0,3,8,1,19000.0
2285,3608,0,1,0,0.0,1,0,1,7,0,27,1,12000.0,0,0,3,0,0,2,0,2012,0,3000,0,0,63,0,1,5,0,20,0,0,0,0,3,0,750,1,1,0,0,0,0,18,1,12000.0
2286,551,1,0,0,0.0,0,0,0,12,0,39,0,8000.0,0,0,2,0,0,0,0,2012,0,3000,0,1,70,0,1,4,0,6,1,1,0,0,1,0,750,0,1,0,0,0,2,13,1,8000.0
2287,3955,1,0,0,0.0,1,0,1,11,0,38,0,36500.0,0,0,3,0,0,1,0,2020,0,3000,0,1,195,0,1,5,0,16,0,0,0,0,3,2,750,1,1,0,0,0,0,13,1,36500.0
2288,2574,0,1,0,0.0,0,0,1,3,1,32,1,3000.0,0,0,3,0,0,2,0,2012,0,3000,0,0,60,0,1,1,0,5,0,0,0,0,3,0,750,1,1,0,0,0,2,15,1,3000.0
2289,4266,1,0,0,0.0,0,0,1,12,0,29,0,23000.0,0,1,2,0,0,3,0,2017,0,2700,0,0,23,0,2,6,0,29,0,0,0,1,3,1,750,1,1,0,0,0,1,6,1,23000.0
2290,4290,0,1,0,0.0,1,1,0,11,0,51,0,13500.0,0,0,4,0,1,0,0,2018,0,3000,0,0,193,0,1,4,1,15,0,0,0,0,1,0,750,1,0,0,0,0,2,4,0,13500.0
2291,2859,1,0,0,0.0,1,0,1,3,0,46,1,18500.0,0,0,2,0,0,0,1,2017,0,3000,0,0,94,0,1,4,0,1,0,0,0,0,2,1,750,1,1,0,0,0,1,9,0,18500.0
2292,1482,0,1,0,17000.0,1,0,1,3,0,42,1,20000.0,0,0,1,0,0,2,0,2003,0,2550,0,0,73,3,1,2,0,27,0,0,0,0,3,2,750,1,1,0,0,0,0,0,1,3000.0
2293,1560,1,0,0,0.0,1,1,0,8,0,21,0,15000.0,0,0,1,0,1,0,0,2015,0,3000,0,0,31,0,3,1,1,20,0,0,4,0,1,0,750,1,0,1,0,0,0,17,0,15000.0
2294,1602,1,0,0,0.0,1,0,0,3,0,43,0,6500.0,0,0,4,0,0,1,0,2010,0,3000,0,1,166,0,1,4,0,29,1,0,1,0,2,0,750,0,1,0,0,0,1,5,1,6500.0
2295,1632,1,0,1,12000.0,0,0,0,1,0,35,1,20000.0,0,0,3,0,0,2,0,2012,0,3000,1,0,44,1,3,3,0,3,0,0,0,0,2,1,750,1,1,0,0,0,1,12,0,8000.0
2296,72,1,0,0,25000.0,0,0,0,3,0,34,1,57500.0,0,0,3,1,0,0,0,2017,0,3000,0,0,71,1,1,3,0,14,0,0,1,0,2,2,750,1,1,0,0,0,1,10,1,32500.0
2297,3547,0,1,0,0.0,1,0,0,1,0,50,0,13000.0,0,0,4,0,0,1,0,2013,0,3000,0,1,276,0,1,1,0,15,1,0,0,0,2,0,750,0,1,0,0,0,0,8,1,13000.0
2298,2706,1,0,0,0.0,1,0,1,9,0,25,0,18000.0,0,0,3,0,0,1,0,2020,0,3000,1,1,46,0,3,4,0,6,0,0,0,0,2,1,750,1,1,0,0,0,1,9,0,18000.0
2299,1065,0,1,0,0.0,1,0,0,12,0,20,0,9500.0,0,0,3,0,0,0,0,2018,0,2900,0,1,31,0,3,3,0,12,1,0,0,0,1,0,750,0,1,0,0,0,0,15,1,9500.0
2300,4300,0,1,0,0.0,0,0,0,7,0,37,0,12000.0,0,0,4,0,0,0,0,2015,0,3000,0,1,65,0,1,1,0,23,1,1,0,0,2,0,750,0,1,0,0,0,0,16,1,12000.0
2301,4405,0,1,1,25000.0,0,0,1,5,0,37,0,32000.0,0,0,4,0,0,2,0,2008,0,3000,0,1,41,1,3,5,0,11,0,0,0,0,2,1,750,1,1,0,0,0,1,14,1,7000.0
2302,3167,0,1,0,0.0,0,0,1,8,0,64,1,37500.0,0,0,3,0,0,0,0,2016,0,2500,1,0,42,0,2,6,0,25,0,1,0,0,1,2,750,1,1,0,0,0,2,6,0,37500.0
2303,684,0,1,0,50000.0,0,0,0,7,1,46,1,75000.0,0,0,1,0,0,1,0,2012,0,3000,0,0,95,2,1,5,0,13,0,0,0,0,2,2,750,0,1,0,1,0,1,17,1,25000.0
2304,2451,0,1,0,0.0,1,0,1,8,0,38,1,16500.0,0,0,1,0,0,1,0,2016,0,3000,0,0,101,0,1,0,0,12,0,0,0,0,3,0,750,1,1,0,0,0,1,10,1,16500.0
2305,777,1,0,0,0.0,0,0,1,3,0,57,0,13000.0,0,1,3,1,0,2,0,2015,0,2900,0,0,113,0,1,2,0,13,0,0,0,0,3,1,750,1,1,0,0,0,1,8,1,13000.0
2306,2548,0,1,0,5500.0,1,0,1,6,0,69,1,42500.0,0,0,3,0,0,2,0,2015,0,3000,0,0,204,2,1,1,0,18,0,0,0,0,2,2,750,1,1,0,0,0,3,9,1,37000.0
2307,2832,0,1,0,0.0,0,0,1,2,0,24,1,37000.0,0,0,1,1,0,0,0,2015,0,2600,0,0,28,0,3,2,0,13,0,0,0,0,3,2,1100,1,1,0,0,0,1,8,1,37000.0
2308,102,0,1,0,0.0,1,0,0,5,0,67,0,8000.0,0,1,4,0,0,0,0,2015,0,2700,0,0,130,0,1,0,0,20,0,0,0,0,2,1,750,1,1,0,0,0,1,15,1,8000.0
2309,3936,0,1,0,0.0,1,0,0,2,0,54,1,11000.0,0,0,3,0,0,0,0,2019,0,3000,0,0,138,0,1,3,0,14,1,0,0,0,2,0,750,0,1,0,0,0,0,14,1,11000.0
2310,839,0,1,1,6000.0,0,0,1,4,0,43,0,32000.0,0,1,1,0,0,0,0,2013,0,3000,0,0,138,1,1,0,0,15,0,0,0,0,3,2,750,1,1,0,0,0,2,18,1,26000.0
2311,1093,1,0,0,0.0,0,0,0,6,0,22,0,42000.0,0,0,3,0,0,0,0,2018,1,3000,0,1,18,0,1,6,0,9,0,1,0,0,1,2,750,0,1,0,0,0,0,16,1,42000.0
2312,1156,0,1,0,0.0,1,0,0,3,0,44,1,11000.0,0,0,1,0,0,0,0,2013,0,2900,0,0,90,0,1,0,0,25,1,0,0,0,1,0,750,0,1,0,0,0,0,12,1,11000.0
2313,4443,0,1,0,11500.0,0,0,1,2,0,63,0,45500.0,0,1,3,1,0,0,0,2015,0,3000,0,0,81,2,1,0,0,11,0,0,0,0,5,2,750,1,1,0,0,0,3,11,1,34000.0
2314,1313,0,1,0,18500.0,1,0,0,6,0,59,0,21500.0,0,0,1,0,0,0,0,2007,0,2300,0,1,138,1,1,2,0,5,1,0,0,0,2,0,750,0,1,0,0,0,1,6,1,3000.0
2315,4559,0,1,1,2500.0,0,1,0,8,0,71,0,17500.0,1,0,3,0,0,0,0,2016,0,2750,0,0,317,1,1,3,1,22,0,0,0,0,1,1,750,1,0,0,0,0,2,9,0,15000.0
2316,1519,0,1,0,9000.0,1,0,0,10,0,29,1,17500.0,0,0,4,0,0,0,0,2002,0,2900,1,0,22,1,1,2,0,2,0,0,0,0,2,2,750,1,1,0,0,0,0,11,0,8500.0
2317,3262,0,1,1,9000.0,0,0,1,2,0,65,1,19000.0,0,0,1,0,0,1,0,2008,0,2350,1,0,96,4,1,3,0,28,0,0,0,0,3,2,750,1,1,0,0,0,2,20,0,10000.0
2318,4187,1,0,0,0.0,1,0,0,2,0,34,0,7500.0,0,1,1,0,0,0,0,2010,0,2550,0,0,170,0,1,1,0,5,1,0,0,0,2,0,750,0,1,0,0,1,1,11,0,7500.0
2319,1109,0,1,0,0.0,0,0,0,10,1,45,0,15000.0,0,1,3,0,0,0,0,2020,0,3000,0,0,60,0,1,6,0,20,1,0,0,0,2,0,750,0,1,0,0,0,1,16,1,15000.0
2320,4402,0,1,0,0.0,1,0,0,7,0,40,0,11000.0,0,1,3,0,0,0,0,2019,0,3000,0,0,29,0,1,6,0,21,1,0,0,0,2,0,750,0,1,0,0,0,0,18,1,11000.0
2321,4415,0,1,0,0.0,1,0,0,1,0,27,1,14000.0,0,0,4,0,0,0,0,2017,0,3000,0,0,81,0,1,0,0,28,0,0,0,0,1,1,750,1,1,0,0,0,2,11,1,14000.0
2322,4427,0,1,0,13000.0,1,0,1,2,0,22,1,48000.0,0,0,1,0,0,5,0,2017,0,3000,0,0,18,4,2,5,0,9,0,0,0,0,3,2,750,1,1,0,0,0,2,10,1,35000.0
2323,2934,0,1,0,0.0,1,0,0,8,0,42,0,22000.0,0,0,4,0,0,1,0,2017,0,3000,0,1,178,0,1,3,0,29,0,0,0,0,2,1,750,1,1,0,0,0,0,16,1,22000.0
2324,4655,0,1,0,0.0,1,0,1,6,0,53,1,15000.0,0,0,1,0,0,2,0,2017,0,3000,0,0,194,0,1,0,0,24,0,0,0,0,3,1,750,1,1,0,0,0,2,13,1,15000.0
2325,4840,1,0,0,15000.0,1,0,1,12,0,40,0,30000.0,0,1,3,0,0,0,0,2014,0,2550,0,0,189,1,1,6,0,15,0,0,0,0,3,1,750,1,1,0,0,0,0,7,1,15000.0
2326,3210,1,0,0,0.0,1,0,0,7,0,29,0,5500.0,0,0,0,0,0,0,0,2016,0,2900,0,1,62,0,1,5,0,13,1,0,0,0,2,0,750,0,1,0,0,1,0,8,0,5500.0
2327,16,0,1,0,0.0,0,0,1,12,0,26,1,9000.0,0,0,1,0,0,1,0,2016,0,3000,1,0,45,0,2,3,0,12,0,1,0,0,2,0,750,1,1,0,0,0,0,6,0,9000.0
2328,3456,0,1,0,0.0,0,1,0,10,1,30,0,18000.0,1,0,2,0,0,0,0,2018,0,3000,0,0,4,0,1,2,1,30,0,0,0,0,1,1,750,1,0,0,0,0,2,20,0,18000.0
2329,1882,0,1,0,0.0,0,0,1,1,1,44,0,12500.0,0,0,4,0,0,3,0,2018,0,3000,1,1,11,0,2,0,0,21,0,0,0,0,3,1,750,1,1,0,0,0,2,17,0,12500.0
2330,452,0,1,0,0.0,0,0,0,5,0,29,1,22500.0,0,0,2,1,0,0,0,2020,0,3000,0,0,135,0,1,6,0,19,0,0,0,0,1,1,750,1,1,0,0,0,1,13,1,22500.0
2331,479,0,1,0,0.0,1,0,0,2,0,36,1,12000.0,0,0,3,0,0,1,0,2015,0,3000,0,0,41,0,1,0,0,25,1,0,0,0,2,0,750,0,1,0,0,0,0,5,1,12000.0
2332,508,1,0,0,0.0,1,0,0,6,0,34,0,12000.0,0,1,1,0,0,2,1,2017,0,2650,0,0,105,0,1,1,0,25,1,0,0,0,2,0,750,0,1,0,0,0,1,11,0,12000.0
2333,2454,0,1,0,0.0,0,0,0,8,0,55,1,10000.0,0,0,1,0,0,0,0,2016,0,2850,0,0,103,0,1,6,0,25,1,0,0,1,2,0,750,0,1,0,0,0,1,18,1,10000.0
2334,838,1,0,0,0.0,1,0,1,5,0,25,0,24500.0,0,0,4,0,0,2,1,2016,0,3000,0,1,1,0,2,0,0,13,0,0,1,0,3,1,750,1,1,0,0,0,0,9,0,24500.0
2335,2984,1,0,0,0.0,0,0,1,3,0,50,0,15500.0,0,1,4,1,0,0,0,2014,0,2950,0,0,38,0,2,6,0,3,0,0,0,0,3,0,750,1,1,0,0,1,1,7,0,15500.0
2336,1441,0,1,0,1500.0,0,0,0,12,1,61,1,22000.0,0,0,1,0,0,0,0,2015,0,3000,0,0,95,2,1,1,0,17,0,0,0,0,2,1,750,1,1,0,0,0,1,11,1,20500.0
2337,4672,0,1,0,0.0,0,0,0,4,0,47,0,3000.0,0,0,3,0,0,0,0,2012,0,3000,0,1,128,0,1,2,0,3,1,1,0,0,1,0,750,0,1,0,0,0,1,4,1,3000.0
2338,1478,0,1,0,9500.0,0,0,1,11,0,60,0,24000.0,0,1,4,0,0,2,0,2017,0,3000,0,0,144,2,1,2,0,27,0,1,0,0,2,1,750,1,1,0,0,0,0,11,1,14500.0
2339,1733,1,0,0,21000.0,0,0,1,3,1,34,0,37500.0,0,1,1,0,0,0,0,2017,0,3000,0,0,45,1,1,6,0,3,0,0,0,0,2,1,750,1,1,0,0,0,1,16,1,16500.0
2340,109,1,0,0,13000.0,1,0,0,7,0,33,1,25500.0,0,0,3,0,0,0,0,2018,0,3000,0,0,45,1,2,4,0,26,0,0,0,0,2,1,750,1,1,0,0,0,3,9,1,12500.0
2341,1814,0,1,0,5500.0,0,0,1,1,0,66,1,30500.0,0,0,4,1,0,3,0,2014,0,3000,0,0,201,1,1,6,0,13,0,0,0,0,3,2,750,1,1,0,0,0,2,9,1,25000.0
2342,344,1,0,0,0.0,1,1,0,4,0,18,0,24500.0,1,0,1,0,0,0,0,2019,0,3000,0,0,4,0,2,1,1,2,0,0,0,0,1,1,750,1,0,0,0,0,2,13,0,24500.0
2343,2092,0,1,1,10500.0,0,0,1,6,0,43,1,49000.0,0,0,2,0,0,1,0,2018,0,3000,0,0,90,3,1,4,0,21,0,0,1,0,3,2,750,1,1,0,0,0,1,19,1,38500.0
2344,2333,0,1,0,0.0,0,0,0,10,0,34,1,22000.0,0,0,3,0,0,0,1,2020,0,2700,0,0,39,0,3,6,0,6,0,1,0,0,2,1,750,1,1,0,0,0,0,7,0,22000.0
2345,939,0,1,0,0.0,1,0,1,2,0,62,1,14500.0,0,0,3,0,0,2,0,2017,0,3000,0,0,111,0,1,0,0,25,0,0,0,0,4,0,750,1,1,0,0,0,1,14,1,14500.0
2346,1194,0,1,0,0.0,1,0,0,12,0,29,0,16500.0,0,1,3,0,0,0,1,2014,0,2900,0,0,23,0,4,0,0,16,0,0,0,0,1,0,750,1,1,0,0,0,2,18,0,16500.0
2347,1347,0,1,0,0.0,1,0,1,9,0,48,1,8500.0,0,0,1,0,0,5,0,2011,0,2800,0,0,129,0,1,3,0,19,0,0,0,0,5,0,750,1,1,0,0,1,2,7,0,8500.0
2348,4663,0,1,0,0.0,1,1,0,2,0,36,0,17500.0,1,0,3,0,0,0,0,2012,0,3000,0,0,189,0,1,1,1,5,0,0,0,0,1,1,750,1,0,0,0,0,0,7,0,17500.0
2349,4669,0,1,0,0.0,1,0,1,8,0,31,1,15000.0,0,0,1,0,0,0,1,2014,0,3000,0,0,37,0,2,0,0,19,0,0,0,0,2,1,750,1,1,0,0,0,3,18,0,15000.0
2350,4877,1,0,0,13000.0,1,0,1,10,0,51,1,38500.0,0,0,3,0,0,0,0,2014,0,2700,0,0,129,3,1,4,0,4,0,0,0,0,3,2,750,1,1,0,0,0,0,21,1,25500.0
2351,3340,0,1,0,0.0,0,0,0,2,0,47,0,18000.0,0,0,3,0,0,0,0,2020,0,3000,0,1,52,0,1,0,0,4,0,1,0,0,2,0,750,1,1,0,0,0,1,7,1,18000.0
2352,27,0,1,0,0.0,1,0,0,4,0,44,0,10500.0,0,1,3,0,0,0,0,2020,0,3000,0,0,29,0,3,2,0,17,1,0,0,0,1,0,750,0,1,0,0,0,0,4,1,10500.0
2353,3495,0,1,0,0.0,0,1,0,4,0,35,0,11000.0,0,0,0,1,1,0,0,2012,0,2950,0,0,47,0,2,0,1,15,0,0,0,0,1,0,750,1,0,0,0,0,1,5,0,11000.0
2354,1932,0,1,0,13000.0,1,0,1,2,0,42,0,33500.0,0,0,3,0,0,0,0,2018,0,3000,0,1,112,1,1,3,0,7,0,0,1,0,3,1,750,1,1,0,0,0,0,20,1,20500.0
2355,3581,1,0,0,0.0,0,0,0,1,0,44,0,19000.0,0,0,1,0,0,2,0,2018,0,3000,0,1,79,0,1,1,0,29,1,0,0,1,2,0,750,0,1,0,0,0,2,15,1,19000.0
2356,3816,0,1,1,0.0,0,0,1,10,0,52,1,10000.0,0,0,1,0,0,3,0,2017,0,3000,0,0,52,0,1,1,0,1,0,0,0,0,2,0,750,1,1,0,0,0,2,14,1,10000.0
2357,629,0,1,0,0.0,1,0,0,9,0,49,0,8500.0,0,1,3,0,0,0,0,2008,0,3000,0,0,160,0,1,4,0,20,1,0,0,0,2,0,750,0,1,0,0,0,1,11,1,8500.0
2358,3948,1,0,0,0.0,0,0,1,2,0,56,0,9000.0,0,0,1,0,0,2,0,2019,0,2850,0,1,72,0,1,0,0,4,0,1,0,0,3,0,750,1,1,0,0,0,3,3,1,9000.0
2359,805,0,1,0,0.0,0,1,0,8,0,57,0,22000.0,1,0,1,0,0,0,0,2020,0,2750,0,0,126,0,1,5,1,17,0,1,0,0,1,1,750,1,0,0,0,0,0,15,0,22000.0
2360,935,0,1,0,5500.0,0,0,1,4,0,45,1,33000.0,0,0,3,1,0,3,0,2016,0,3000,0,0,80,1,1,2,0,24,0,0,0,0,3,2,750,1,1,0,0,0,1,14,1,27500.0
2361,2689,1,0,0,0.0,1,0,1,11,0,61,0,14000.0,0,0,3,0,0,2,0,2015,0,2600,0,1,142,0,1,2,0,6,0,0,0,0,2,1,750,1,1,0,0,0,1,8,1,14000.0
2362,2777,0,1,0,0.0,1,1,0,7,0,47,0,3000.0,0,0,1,0,1,0,0,2008,0,3000,0,0,170,0,1,1,1,2,0,0,0,0,1,0,750,1,0,0,0,0,0,1,0,3000.0
2363,4378,0,1,0,0.0,0,0,0,12,0,27,1,15000.0,0,0,4,1,0,0,0,2020,0,2750,0,0,28,0,1,1,0,31,1,0,0,0,1,0,750,0,1,0,0,0,1,19,1,15000.0
2364,1335,0,1,0,0.0,1,0,1,2,0,50,0,8500.0,0,0,3,0,0,1,0,2018,0,3000,0,1,41,0,1,4,0,1,0,0,0,0,2,0,750,1,1,0,0,0,3,2,1,8500.0
2365,1359,1,0,0,0.0,0,0,0,6,0,71,0,1000.0,0,0,4,0,0,0,0,2011,0,3000,1,1,118,0,1,1,0,18,1,1,0,0,2,0,750,0,1,0,0,0,1,22,0,1000.0
2366,1514,0,1,0,0.0,1,0,1,7,0,30,1,15000.0,0,0,2,0,0,2,0,2016,0,3000,0,0,32,0,1,1,0,16,0,0,0,0,3,0,750,1,1,0,0,0,0,11,1,15000.0
2367,4984,0,1,0,30000.0,0,0,0,5,0,24,1,67000.0,0,0,1,0,0,0,0,2015,0,2700,0,0,7,2,1,4,0,3,0,1,0,0,2,2,750,1,1,0,0,0,0,6,1,37000.0
2368,3361,0,1,0,5500.0,0,0,1,5,0,55,0,40000.0,0,0,3,1,0,1,0,2018,0,2700,0,1,110,1,1,4,0,10,0,0,0,0,3,2,750,1,1,0,0,0,2,18,1,34500.0
2369,143,0,1,0,0.0,1,1,0,9,0,63,0,23500.0,1,0,3,0,0,0,0,2017,0,3000,0,0,142,0,1,2,1,25,0,0,0,0,1,1,750,1,0,0,0,0,3,15,0,23500.0
2370,3963,1,0,0,0.0,1,0,0,5,0,57,1,12500.0,0,0,1,0,0,0,0,2007,0,2250,0,0,164,0,1,1,0,14,1,0,0,0,1,0,750,0,1,0,0,1,0,5,0,12500.0
2371,2611,0,1,0,29500.0,1,0,0,8,0,20,1,50500.0,0,0,3,0,0,0,0,2016,0,3000,0,0,22,1,3,2,0,7,0,0,0,0,1,1,750,0,1,0,1,0,2,8,1,21000.0
2372,953,1,0,0,0.0,0,0,0,11,1,51,1,15500.0,0,0,3,0,0,0,0,2015,0,3000,0,0,184,0,1,2,0,27,0,0,3,0,1,1,750,1,1,0,0,0,2,9,1,15500.0
2373,2852,0,1,1,0.0,0,1,0,8,0,25,0,20500.0,0,0,1,0,1,1,0,2012,0,2650,0,0,69,0,1,1,1,27,0,0,0,0,1,1,750,1,0,0,0,0,1,10,0,20500.0
2374,1193,1,0,0,0.0,1,0,0,3,0,64,0,7000.0,0,1,1,0,0,1,0,2013,0,2900,0,0,282,0,1,4,0,1,1,0,0,0,2,0,750,0,1,0,0,0,0,12,1,7000.0
2375,4614,0,1,0,0.0,1,1,0,10,0,37,0,5000.0,0,0,3,0,1,0,0,2020,0,3000,0,0,39,0,1,4,1,18,0,0,0,0,1,0,750,1,0,0,0,0,0,16,0,5000.0
2376,4622,0,1,1,25000.0,0,0,0,10,0,31,0,35000.0,0,1,4,0,0,1,0,2014,0,2900,0,0,1,1,2,6,0,20,1,0,0,0,2,0,750,0,1,1,0,0,1,6,1,10000.0
2377,4648,0,1,0,15000.0,1,0,0,12,0,37,0,30500.0,0,0,1,0,0,0,0,2015,0,3000,0,1,19,1,3,2,0,11,0,0,0,0,2,1,750,1,1,0,0,0,0,17,1,15500.0
2378,3128,0,1,0,0.0,1,0,0,12,0,45,0,38000.0,0,0,3,0,0,0,0,2018,1,3000,0,1,136,0,1,4,0,6,0,0,0,0,2,2,750,0,1,0,0,0,1,9,1,38000.0
2379,3144,0,1,0,15000.0,0,0,0,4,0,65,1,19000.0,0,0,3,0,0,1,0,2017,0,3000,0,0,36,1,1,1,0,16,1,1,0,0,2,0,750,0,1,0,0,0,0,15,1,4000.0
2380,4814,0,1,0,0.0,1,0,0,12,0,45,1,10500.0,0,0,3,0,0,0,0,2015,0,3000,0,0,109,0,1,5,0,7,1,0,0,0,2,0,750,0,1,0,0,0,0,5,1,10500.0
2381,1672,0,1,0,0.0,0,0,1,5,0,40,0,19000.0,0,0,3,0,0,0,0,2014,0,3000,0,1,89,0,1,2,0,8,0,0,0,1,2,1,750,1,1,0,0,0,3,12,1,19000.0
2382,3428,0,1,0,0.0,0,0,1,7,1,59,0,37000.0,0,1,3,0,0,2,0,2017,0,3000,0,0,484,0,1,2,0,17,0,0,0,0,4,2,750,1,1,0,0,0,1,12,1,37000.0
2383,1891,1,0,0,34000.0,1,0,0,7,0,39,1,56000.0,0,0,2,0,0,0,0,2014,0,3000,0,0,18,4,4,2,0,10,0,0,1,0,2,2,750,0,1,0,1,0,2,4,1,22000.0
2384,497,0,1,0,0.0,1,0,1,11,0,67,1,14000.0,0,0,3,0,0,0,0,2017,0,3000,0,0,68,0,1,1,0,12,0,0,0,0,2,1,750,1,1,0,0,0,0,11,1,14000.0
2385,550,0,1,0,16500.0,1,0,0,2,0,37,0,39500.0,0,0,3,0,0,0,0,2020,0,3000,0,1,141,1,1,3,0,21,0,0,0,0,1,1,750,0,1,0,1,0,3,23,1,23000.0
2386,2298,1,0,0,0.0,1,0,0,5,0,56,1,16500.0,0,0,1,0,0,1,0,2017,0,3000,0,0,68,0,1,5,0,11,0,0,0,0,2,1,750,1,1,0,0,0,0,5,1,16500.0
2387,2419,1,0,0,6500.0,0,0,0,3,0,63,1,23000.0,0,0,3,1,0,0,0,2017,0,3000,0,0,281,2,1,4,0,1,0,0,0,0,2,1,750,1,1,0,0,0,3,19,1,16500.0
2388,2790,0,1,0,0.0,1,0,1,10,0,57,1,18500.0,0,0,1,0,0,0,1,2016,0,3000,0,0,25,0,2,0,0,28,0,0,0,0,2,0,750,1,1,0,0,0,3,11,0,18500.0
2389,4342,1,0,0,0.0,1,0,1,12,0,43,1,10000.0,0,0,1,0,0,1,0,2013,0,3000,0,0,43,0,2,6,0,1,0,0,1,0,3,1,750,1,1,0,0,0,0,8,1,10000.0
2390,1219,0,1,0,0.0,0,0,0,8,0,41,0,8000.0,0,1,0,0,0,0,0,2020,0,3000,0,0,177,0,1,4,0,2,1,1,0,0,1,0,750,0,1,0,0,0,2,1,1,8000.0
2391,1273,0,1,0,0.0,1,0,0,3,0,60,1,16000.0,0,0,3,0,0,0,0,2020,0,3000,1,0,240,0,1,4,0,29,0,0,0,0,2,1,750,1,1,0,0,0,1,5,0,16000.0
2392,3053,0,1,0,0.0,1,0,0,4,0,56,1,17000.0,0,0,3,0,0,0,0,2020,0,3000,0,0,97,0,1,1,0,9,1,0,0,0,2,0,750,0,1,0,0,0,3,15,1,17000.0
2393,3069,1,0,0,0.0,0,0,1,8,0,46,1,8500.0,0,0,3,1,0,2,0,2013,0,3000,0,0,180,0,1,4,0,16,0,0,0,0,3,1,750,1,1,0,0,0,1,20,1,8500.0
2394,4847,1,0,0,0.0,1,0,0,1,0,46,0,8500.0,0,0,1,0,0,0,0,2014,0,2600,0,1,54,0,1,2,0,2,1,0,0,0,2,0,750,0,1,0,0,0,1,4,1,8500.0
2395,3253,0,1,0,9500.0,1,0,1,9,0,48,1,41000.0,0,0,3,0,0,1,0,2017,0,3000,0,0,180,4,1,1,0,3,0,0,0,0,3,2,750,1,1,0,0,0,0,14,1,31500.0
2396,2058,0,1,0,0.0,1,0,0,10,0,64,1,18000.0,0,0,2,0,0,2,0,2018,0,2500,0,0,226,0,1,5,0,19,0,0,0,0,2,1,750,1,1,0,0,1,0,16,0,18000.0
